epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,789.26,1.49582,5.85126,0.00576,0,0,0,0,1.3326,5.78494,0.00488,2.07614e-05,2.07614e-05,2.07614e-05
